Year,date,Dependent,D_type,Speaker1,Governor,G_type,Speaker2,RelationType,long_date
1988,25 09,he continues to support a failed policy in Central America which is getting worse and worse,Premise,DUKAKIS,which has in fact increased Cuban and Soviet influence in that region,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,perhaps the vice president can explain what he was doing when he supported the trading of arms to terrorist nation,Claim,DUKAKIS,I don't think it's just experience that makes the difference,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,his involvement in Panama,Claim,DUKAKIS,I don't think it's just experience that makes the difference,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,that endorsement of Mr. Macros,Claim,DUKAKIS,I don't think it's just experience that makes the difference,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,I want to be the commander in chief of this country,Claim,DUKAKIS,I'm ready to provide that leadership,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,The vice president has a long resume,Claim,DUKAKIS,I don't believe that the fact you've got that long resume or had that experience is the real question,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,I'm ready to provide that leadership,Premise,DUKAKIS,The question is values,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I'm ready to provide that leadership,Premise,DUKAKIS,the question is strength,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I'm ready to provide that leadership,Premise,DUKAKIS,the question is your willingness to provide the kind of leadership that must be provided,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it",Premise,DUKAKIS,we now know that he was not out of the loop,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,The governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West,Claim,BUSH,"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",Premise,BUSH,Attack,25-09-1988
1988,25 09,The governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West,Claim,BUSH,That is not the way you deal with the Soviets,Premise,BUSH,Attack,25-09-1988
1988,25 09,"he wants to do away with the Midgetman and the MX, the modernization or our nuclear capability",Claim,BUSH,"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",Premise,BUSH,Attack,25-09-1988
1988,25 09,"he wants to do away with the Midgetman and the MX, the modernization or our nuclear capability",Claim,BUSH,That is not the way you deal with the Soviets,Premise,BUSH,Attack,25-09-1988
1988,25 09,"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",Claim,BUSH,That is not the way you deal with the Soviets,Claim,BUSH,Support,25-09-1988
1988,25 09,"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",Premise,BUSH,we're sitting down and talking to the Soviets about strategic arms,Claim,BUSH,Support,25-09-1988
1988,25 09,"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",Claim,BUSH,now we have a chance,Claim,BUSH,Support,25-09-1988
1988,25 09,"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",Claim,DUKAKIS,Mr. Bush was a lot more sympathetic to the freeze than he seems to be today,Claim,BUSH,Attack,25-09-1988
1988,25 09,These people are tough,Premise,BUSH,Met Mr. Shevardnadze and talked substance with him the other day,Claim,BUSH,Support,25-09-1988
1988,25 09,These people are tough,Premise,BUSH,I've met Mr. Gorbachev,Claim,BUSH,Support,25-09-1988
1988,25 09,Met Mr. Shevardnadze and talked substance with him the other day,Premise,BUSH,I've met Mr. Gorbachev,Premise,BUSH,Support,25-09-1988
1988,25 09,"believe me, I don't want to see us return to those days",Claim,BUSH,we are back,Claim,BUSH,Attack,25-09-1988
1988,25 09,"believe me, I don't want to see us return to those days",Premise,BUSH,when we were the laughing stock around the world.,Claim,BUSH,Support,25-09-1988
1988,25 09,"believe me, I don't want to see us return to those days",Premise,BUSH,when the morale was down,Claim,BUSH,Support,25-09-1988
1988,25 09,"believe me, I don't want to see us return to those days",Premise,BUSH,please do not go back to the days when the military was as weak as they could be,Claim,BUSH,Support,25-09-1988
1988,25 09,please do not go back to the days when the military was as weak as they could be,Claim,BUSH,we are back,Premise,BUSH,Attack,25-09-1988
1988,25 09,when the morale was down,Claim,BUSH,we are back,Premise,BUSH,Attack,25-09-1988
1988,25 09,when we were the laughing stock around the world.,Claim,BUSH,we are back,Premise,BUSH,Attack,25-09-1988
1988,25 09,he just called for new elections,Premise,BUSH,he just lifted martial law,Premise,BUSH,Support,25-09-1988
1988,25 09,"under me, when I lead this country, the secretary of defense is going to have to make the choices, between how we keep, how we protect the survivability of our nuclear deployment on the Midgetman missile, or on the Minuteman",Claim,BUSH,We're going to have to-the MX,Claim,BUSH,Support,25-09-1988
1988,25 09,"under me, when I lead this country, the secretary of defense is going to have to make the choices, between how we keep, how we protect the survivability of our nuclear deployment on the Midgetman missile, or on the Minuteman",Claim,BUSH,We're going to have to do that,Claim,BUSH,Support,25-09-1988
1988,25 09,I don't think it's a question of eliminating,Claim,BUSH,I'm simply not going to do that,Claim,BUSH,Support,25-09-1988
1988,25 09,I don't think it's a question of eliminating,Claim,BUSH,"what I am not going to do, when we are negotiating with the Soviet Union, sitting down talking to Mr. Gorbachev about how we achieve a 50 percent reduction in our strategic weapons",Claim,BUSH,Support,25-09-1988
1988,25 09,I don't think it's a question of eliminating,Claim,BUSH,I'm not going to give away a couple of aces I that very tough card game,Claim,BUSH,Support,25-09-1988
1988,25 09,I don't think it's a question of eliminating,Claim,BUSH,"under me, when I lead this country, the secretary of defense is going to have to make the choices, between how we keep, how we protect the survivability of our nuclear deployment on the Midgetman missile, or on the Minuteman",Claim,BUSH,Support,25-09-1988
1988,25 09,I'm not going to give away a couple of aces I that very tough card game,Claim,BUSH,"what I am not going to do, when we are negotiating with the Soviet Union, sitting down talking to Mr. Gorbachev about how we achieve a 50 percent reduction in our strategic weapons",Claim,BUSH,Support,25-09-1988
1988,25 09,I'm simply not going to do that,Claim,BUSH,I'm not going to give away a couple of aces I that very tough card game,Claim,BUSH,Support,25-09-1988
1988,25 09,my answer is do not make these unilateral cuts,Premise,BUSH,everybody now realizes that peace through strength works,Claim,BUSH,Support,25-09-1988
1988,25 09,my answer is do not make these unilateral cuts,Claim,BUSH,this is where I have a big difference,Claim,BUSH,Support,25-09-1988
1988,25 09,my answer is do not make these unilateral cuts,Claim,DUKAKIS,"I didn't hear, John, exactly where he was going to cut and what he was going to do",Claim,BUSH,Attack,25-09-1988
1988,25 09,we're going to have to make it on the convention forces,Premise,BUSH,Of course we're going to have to make some determination on this,Premise,BUSH,Support,25-09-1988
1988,25 09,we're going to have to make it on the convention forces,Claim,DUKAKIS,"I didn't hear, John, exactly where he was going to cut and what he was going to do",Premise,BUSH,Attack,25-09-1988
1988,25 09,now we've got a very good concept called competitive strategies,Premise,BUSH,we're going to have to make it on the convention forces,Claim,BUSH,Support,25-09-1988
1988,25 09,now we've got a very good concept called competitive strategies,Claim,BUSH,We will do what we do best,Claim,BUSH,Support,25-09-1988
1988,25 09,now we've got a very good concept called competitive strategies,Premise,BUSH,It's a strategy that we've been working on for a couple of years,Claim,BUSH,Support,25-09-1988
1988,25 09,now we've got a very good concept called competitive strategies,Claim,BUSH,It is going to take us to much better advantage in conventional forces,Claim,BUSH,Support,25-09-1988
1988,25 09,now we've got a very good concept called competitive strategies,Premise,BUSH,I want to be the president that gets conventional forces balance,Claim,BUSH,Support,25-09-1988
1988,25 09,now we've got a very good concept called competitive strategies,Premise,BUSH,I want to be the one to banish chemical and biological weapons from the face of the earth,Claim,BUSH,Support,25-09-1988
1988,25 09,It is going to take us to much better advantage in conventional forces,Premise,BUSH,It's a strategy that we've been working on for a couple of years,Claim,BUSH,Support,25-09-1988
1988,25 09,I want to be the one to banish chemical and biological weapons from the face of the earth,Premise,BUSH,I want to be the president that gets conventional forces balance,Premise,BUSH,Support,25-09-1988
1988,25 09,you have to have a little bit of experience to know where to start,Premise,BUSH,I want to be the one to banish chemical and biological weapons from the face of the earth,Premise,BUSH,Support,25-09-1988
1988,25 09,I think I've had that,Premise,BUSH,you have to have a little bit of experience to know where to start,Claim,BUSH,Support,25-09-1988
1988,25 09,Mr. Bush wants to spend billions on Star Wars,Claim,DUKAKIS,"I know this, we have serious financial problems in this country",Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,Mr. Bush wants to spend billions on Star Wars,Claim,DUKAKIS,We've piled up over a trillion dollars in debt and the next president of the United States is going to have to make some choices,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,Mr. Bush wants to spend billions on Star Wars,Premise,DUKAKIS,He apparently wants to spend billions on the MX on railroad cars,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,a weapons system we don't need and can't afford,Claim,DUKAKIS,"I know this, we have serious financial problems in this country",Claim,DUKAKIS,Attack,25-09-1988
